tegund,argerd,aflgjafi,akstur,skipting,verd,aldur
PEUGEOT 5008 STYLE,2015-06-01,Dísel,150000,Sjálfskipting,1690000,4.0849315068493155
PEUGEOT 2008,2015-03-01,Dísel,48000,Sjálfskipting,1690000,4.336986301369863
PEUGEOT EXPERT,2014-09-01,Dísel,145000,Beinskipting,1690000,4.832876712328767
PEUGEOT 308 STYLE,2016-04-01,Dísel,89000,Beinskipting,1690000,3.249315068493151
PEUGEOT 208,2014-03-01,Dísel,60000,Sjálfskipting,1690000,5.336986301369863
PEUGEOT 2008 1.4,2014-03-01,Dísel,71000,Beinskipting,1690000,5.336986301369863
PEUGEOT 208,2015-05-01,Bensín,82000,Beinskipting,1690000,4.16986301369863
PORSCHE CAYENNE S,2006-01-01,Bensín,139000,Sjálfskipting,1690000,13.504109589041096
PORSCHE CAYENNE S,2006-03-01,Bensín,149000,Sjálfskipting,1690000,13.342465753424657
RENAULT CAPTUR DYNAMIC,2014-08-01,Dísel,70000,Sjálfskipting,1690000,4.917808219178082
RENAULT CAPTUR,2014-08-01,Dísel,71000,Beinskipting,1690000,4.917808219178082
RENAULT CLIO EXPRESSION,2016-01-01,Bensín,34000,Beinskipting,1690000,3.4986301369863013
RENAULT MASTER,2013-03-01,Dísel,95000,Beinskipting,1690000,6.336986301369863
RENAULT TRAFIC,2015-01-01,Dísel,97000,Beinskipting,1690000,4.498630136986302
RENAULT CLIO,2016-06-01,Dísel,79000,Beinskipting,1690000,3.0821917808219177
RENAULT TRAFIC,2014-03-01,Dísel,78000,Beinskipting,1690000,5.336986301369863
RENAULT CAPTUR,2014-03-01,Dísel,54000,Beinskipting,1690000,5.336986301369863
RENAULT CAPTUR,2015-12-01,Dísel,100000,Beinskipting,1690000,3.5835616438356164
RENAULT CAPTUR INTENS,2015-12-01,Dísel,100000,Beinskipting,1690000,3.5835616438356164
RENAULT CLIO DYNAMIC,2016-03-01,Bensín,60000,Beinskipting,1690000,3.334246575342466
RENAULT KANGOO,2016-02-01,Dísel,71000,Beinskipting,1690000,3.4136986301369863
RENAULT CLIO,2017-02-01,Bensín,46000,Beinskipting,1690000,2.410958904109589
RENAULT CLIO LIMITED,2017-04-01,Bensín,44000,Beinskipting,1690000,2.249315068493151
RENAULT CLIO,2017-04-01,Bensín,49000,Beinskipting,1690000,2.249315068493151
RENAULT CLIO,2017-04-01,Dísel,64000,Sjálfskipting,1690000,2.249315068493151
RENAULT TRAFIC HÁÞEKJA,2014-03-01,Dísel,150000,Beinskipting,1690000,5.336986301369863
RENAULT TRAFIC,2014-03-01,Dísel,149000,Beinskipting,1690000,5.336986301369863
RENAULT CLIO,2015-05-01,Dísel,64000,Sjálfskipting,1690000,4.16986301369863
RENAULT CLIO TOURER,2016-02-01,Dísel,80000,Sjálfskipting,1690000,3.4136986301369863
RENAULT CLIO DYNAMIC,2016-05-01,Bensín,32000,Beinskipting,1690000,3.1671232876712327
RENAULT CLIO DYNAMIC,2016-04-01,Bensín,65000,Beinskipting,1690000,3.249315068493151
RENAULT MEGANE LIFE,2014-06-01,Dísel,81000,Sjálfskipting,1690000,5.0849315068493155
SKODA SUPERB,2011-07-01,Dísel,181000,Sjálfskipting,1690000,8.005479452054795
SKODA SUPERB,2012-10-01,Dísel,150000,Beinskipting,1690000,6.750684931506849
SKODA OCTAVIA,2012-10-01,Dísel,105000,Sjálfskipting,1690000,6.750684931506849
"SKODA FABIA 1,2 STYLE",2015-08-01,Bensín,85000,Sjálfskipting,1690000,3.9178082191780823
SKODA FABIA,2016-11-01,Bensín,56000,Beinskipting,1690000,2.663013698630137
SKODA OCTAVIA AMBIENTE COMBI,2012-10-01,Dísel,107000,Beinskipting,1690000,6.750684931506849
SKODA SUPERB,2012-05-01,Dísel,160000,Beinskipting,1690000,7.16986301369863
SKODA OCTAVIA,2013-05-01,Dísel,189000,Sjálfskipting,1690000,6.16986301369863
SKODA OCTAVIA,2012-10-01,Dísel,90000,Beinskipting,1690000,6.750684931506849
SKODA OCTAVIA AMBIENTE,2013-12-01,Dísel,131000,Beinskipting,1690000,5.583561643835616
SKODA SUPERB,2012-05-01,Dísel,160000,Beinskipting,1690000,7.16986301369863
SKODA OCTAVIA,2010-11-01,Dísel,198000,Beinskipting,1690000,8.668493150684931
SUBARU LEGACY LUX,2009-07-01,Bensín,111000,Sjálfskipting,1690000,10.005479452054795
SUZUKI SWIFT GLX,2016-07-01,Bensín,18000,Sjálfskipting,1690000,3
SUZUKI BALENO,2017-06-01,Bensín,91000,Beinskipting,1690000,2.0821917808219177
SUZUKI GRAND VITARA,2014-06-01,Bensín,109000,Beinskipting,1690000,5.0849315068493155
SUZUKI SX4,2016-02-01,Bensín,108000,Sjálfskipting,1690000,3.4136986301369863
SUZUKI SX4,2013-06-01,Bensín,65000,Beinskipting,1690000,6.0849315068493155
SUZUKI GRAND VITARA,2012-06-01,Bensín,95000,Sjálfskipting,1690000,7.0849315068493155
SUZUKI SWIFT,2017-05-01,Bensín,80000,Sjálfskipting,1690000,2.1671232876712327
SUZUKI SWIFT,2017-05-01,Bensín,85000,Sjálfskipting,1690000,2.1671232876712327
SUZUKI SWIFT GL,2015-04-01,Bensín,51000,Sjálfskipting,1690000,4.252054794520548
SUZUKI BALENO,2017-04-01,Bensín,95000,Beinskipting,1690000,2.249315068493151
SUZUKI GRAND VITARA,2011-05-01,Bensín,125000,Sjálfskipting,1690000,8.172602739726027
SUZUKI GRAND VITARA PREMIUM,2014-06-01,Bensín,154000,Beinskipting,1690000,5.0849315068493155
SUZUKI GRAND VITARA,2009-06-01,Dísel,140000,Beinskipting,1690000,10.087671232876712
TOYOTA YARIS ACTIVE TREND,2016-01-01,Bensín,45000,Beinskipting,1690000,3.4986301369863013
TOYOTA AYGO X-PLAY,2018-04-01,Bensín,29000,Beinskipting,1690000,1.2493150684931507
TOYOTA YARIS,2018-05-01,Bensín,27000,Beinskipting,1690000,1.167123287671233
TOYOTA PRIUS PLUG-IN HYBRID,2013-01-01,Bensín/Rafmagn,84000,Sjálfskipting,1690000,6.498630136986302
TOYOTA DYNA 150 DC,2009-02-01,Dísel,131000,Beinskipting,1690000,10.416438356164383
TOYOTA LAND CRUISER 120 VX,2007-11-01,Bensín,264000,Sjálfskipting,1690000,11.67123287671233
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,30000,Beinskipting,1690000,1.082191780821918
TOYOTA AYGO X-PLAY,2018-05-01,Bensín,29000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,29000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,30000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,31000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,30000,Sjálfskipting,1690000,1.167123287671233
TOYOTA PROACE 2.0D 128HO L2H1,2015-06-01,Dísel,49000,Beinskipting,1690000,4.0849315068493155
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,29000,Beinskipting,1690000,1.082191780821918
TOYOTA AURIS ACTIVE HYBRID,2013-02-01,Bensín/Rafmagn,90000,Sjálfskipting,1690000,6.413698630136986
TOYOTA YARIS HYBRID ACTIVE,2014-10-01,Bensín/Rafmagn,106000,Sjálfskipting,1690000,4.750684931506849
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,30000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,31000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY MM,2018-05-01,Bensín,30000,Sjálfskipting,1690000,1.167123287671233
TOYOTA AVENSIS S/D ACTIVE,2013-05-01,Bensín,103000,Sjálfskipting,1690000,6.16986301369863
TOYOTA AURIS LIVE,2016-04-01,Dísel,103000,Beinskipting,1690000,3.249315068493151
TOYOTA YARIS ACTIVE,2016-03-01,Bensín,91000,Sjálfskipting,1690000,3.334246575342466
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,30000,Beinskipting,1690000,1.082191780821918
TOYOTA YARIS,2017-04-01,Bensín,59000,Beinskipting,1690000,2.249315068493151
TOYOTA AVENSIS,2012-03-01,Bensín,100000,Sjálfskipting,1690000,7.336986301369863
TOYOTA COROLLA ACTIVE,2013-08-01,Bensín,74000,Beinskipting,1690000,5.917808219178082
TOYOTA COROLLA,2014-02-01,Dísel,76000,Beinskipting,1690000,5.413698630136986
TOYOTA AYGO X-PLAY,2018-05-01,Bensín,30000,Beinskipting,1690000,1.167123287671233
TOYOTA YARIS,2018-04-01,Bensín,31000,Beinskipting,1690000,1.2493150684931507
TOYOTA YARIS,2018-05-01,Bensín,40000,Beinskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY,2018-04-01,Bensín,30000,Beinskipting,1690000,1.2493150684931507
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,29000,Beinskipting,1690000,1.082191780821918
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,29000,Beinskipting,1690000,1.082191780821918
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,29000,Beinskipting,1690000,1.082191780821918
TOYOTA COROLLA,2015-06-01,Dísel,102000,Beinskipting,1690000,4.0849315068493155
TOYOTA YARIS,2018-05-01,Bensín,38000,Beinskipting,1690000,1.167123287671233
TOYOTA AYGO X-PLAY,2018-05-01,Bensín,32000,Beinskipting,1690000,1.167123287671233
TOYOTA AURIS,2016-04-01,Dísel,103000,Beinskipting,1690000,3.249315068493151
TOYOTA AYGO H/B X-PLAY,2018-05-01,Bensín,32000,Beinskipting,1690000,1.167123287671233
TOYOTA YARIS,2018-04-01,Bensín,39000,Beinskipting,1690000,1.2493150684931507
TOYOTA YARIS ACTIVE,2017-02-01,Bensín,76000,Beinskipting,1690000,2.410958904109589
TOYOTA YARIS ACTIVE,2017-03-01,Bensín,78000,Beinskipting,1690000,2.334246575342466
TOYOTA YARIS ACTIVE,2017-03-01,Bensín,79000,Beinskipting,1690000,2.334246575342466
TOYOTA AURIS TS LIVE,2014-05-01,Dísel,81000,Beinskipting,1690000,5.16986301369863
TOYOTA YARIS,2017-06-01,Bensín,59000,Beinskipting,1690000,2.0821917808219177
TOYOTA YARIS,2017-02-01,Bensín,37000,Beinskipting,1690000,2.410958904109589
TOYOTA AURIS TERRA,2011-09-01,Bensín,81000,Sjálfskipting,1690000,7.835616438356165
TOYOTA AURIS LIVE,2015-04-01,Dísel,95000,Beinskipting,1690000,4.252054794520548
TOYOTA AVENSIS,2011-01-01,Bensín,109000,Sjálfskipting,1690000,8.501369863013698
TOYOTA HIACE,2006-03-01,Dísel,129000,Sjálfskipting,1690000,13.342465753424657
VW GOLF VARIANT TRENDLINE TSI,2015-05-01,Bensín,50400,Beinskipting,1690000,4.16986301369863
VW GOLF A7 VARIANT TRENDLINE TSI MT,2015-05-01,Bensín,104000,Beinskipting,1690000,4.16986301369863
VW POLO,2017-05-01,Bensín,88000,Sjálfskipting,1690000,2.1671232876712327
VW POLO,2017-06-01,Bensín,92000,Sjálfskipting,1690000,2.0821917808219177
VOLVO S40 ECO,2010-05-01,Dísel,99000,Beinskipting,1690000,9.172602739726027
VOLVO V60,2012-11-01,Dísel,170000,Beinskipting,1690000,6.6657534246575345
VW GOLF TRENDLINE,2015-05-01,Bensín,117000,Sjálfskipting,1690000,4.16986301369863
VW PASSAT,2012-12-01,Dísel,99000,Sjálfskipting,1690000,6.583561643835616
VW GOLF,2016-05-01,Dísel,115000,Beinskipting,1690000,3.1671232876712327
VW GOLF VARIANT COMFORTLINE,2017-05-01,Bensín,99000,Sjálfskipting,1690000,2.1671232876712327
VW GOLF VAN TDI COMFORTLINE,2014-07-01,Dísel,81000,Beinskipting,1690000,5.002739726027397
VW CADDY,2014-09-01,Metan,106000,Beinskipting,1690000,4.832876712328767
VW POLO,2017-06-01,Bensín,68000,Sjálfskipting,1690000,2.0821917808219177
VW POLO TRENDLINE,2017-06-01,Bensín,93000,Sjálfskipting,1690000,2.0821917808219177
VW TRANSPORTER DOUBLE CAB SYNCRO,2010-02-01,Dísel,222000,Beinskipting,1690000,9.416438356164383
VW POLO,2015-12-01,Bensín,46000,Sjálfskipting,1690000,3.5835616438356164
VW CADDY,2012-06-01,Metan,98000,Beinskipting,1690000,7.0849315068493155
VW TOUAREG V10,2007-09-01,Dísel,172000,Sjálfskipting,1690000,11.838356164383562
VW POLO COMFORTLINE,2016-07-01,Bensín,89000,Sjálfskipting,1690000,3
VW TOUAREG,2004-06-01,Bensín,162000,Sjálfskipting,1690000,15.09041095890411
VW GOLF COMFORTLINE,2014-05-01,Bensín,89000,Sjálfskipting,1690000,5.16986301369863
VW POLO,2016-05-01,Bensín,77000,Beinskipting,1690000,3.1671232876712327
VW PASSAT,2012-12-01,Dísel,118000,Beinskipting,1690000,6.583561643835616
VW GOLF TRENDLINE,2014-05-01,Dísel,91000,Beinskipting,1690000,5.16986301369863
VW TOUAREG V6 TDI,2005-10-01,Dísel,196000,Sjálfskipting,1690000,13.756164383561643
VW GOLF COMFORTLINE,2014-05-01,Bensín,83000,Sjálfskipting,1690000,5.16986301369863
VW GOLF TDI,2013-07-01,Dísel,99000,Beinskipting,1690000,6.002739726027397
VW POLO TRENDLINE,2014-02-01,Dísel,66000,Beinskipting,1690000,5.413698630136986
VW TOUAREG V6,2005-03-01,Bensín,202000,Sjálfskipting,1690000,14.342465753424657
VW POLO,2016-03-01,Bensín,66000,Beinskipting,1690000,3.334246575342466
VW POLO,2016-03-01,Bensín,74000,Beinskipting,1690000,3.334246575342466
AUDI Q7 QUATTRO,2006-01-01,Bensín,212000,Sjálfskipting,1700000,13.504109589041096
AUDI Q7 QUATTRO,2006-07-01,Bensín,192000,Sjálfskipting,1700000,13.008219178082191
BMW 5 525I,2007-06-01,Bensín,192000,Sjálfskipting,1700000,12.09041095890411
HYUNDAI I20,2017-02-01,Dísel,25000,Beinskipting,1700000,2.410958904109589
KIA SORENTO,2011-02-01,Dísel,205000,Sjálfskipting,1700000,8.416438356164383
LEXUS IS 250 SPORT,2006-04-01,Bensín,158000,Sjálfskipting,1700000,13.257534246575343
MERCEDES-BENZ C 32 AMG,2002-03-01,Bensín,179000,Sjálfskipting,1700000,17.345205479452055
NISAN JUKE,2013-09-01,Dísel,70000,Beinskipting,1700000,5.832876712328767
OPEL INSIGNIA LIMOUSINE NB,2012-11-01,Dísel,112000,Beinskipting,1700000,6.6657534246575345
SKODA OCTAVIA SJALFS.,2013-04-01,Dísel,172000,Sjálfskipting,1700000,6.252054794520548
SKODA OCTAVIA,2013-12-01,Dísel,141000,Beinskipting,1700000,5.583561643835616
SUZUKI GRAND VITARA,2014-06-01,Bensín,121000,Sjálfskipting,1700000,5.0849315068493155
TOYOTA LAND CRUISER 120 GX,2006-03-01,Dísel,367000,Sjálfskipting,1700000,13.342465753424657
VW PASSAT COMFORTLINE,2008-02-01,Dísel,210000,Sjálfskipting,1700000,11.419178082191781
TOYOTA LAND CRUISER 120 VX,2004-05-01,Bensín,297000,Sjálfskipting,1710000,15.175342465753424
SKODA OCTAVIA COMBI AMBITION TDI,2014-06-01,Dísel,145000,Beinskipting,1720000,5.0849315068493155
RENAULT MEGANE,2016-05-01,Dísel,64000,Sjálfskipting,1729000,3.1671232876712327
TOYOTA LAND CRUISER 100 VX,1999-11-01,Dísel,402000,Sjálfskipting,1730000,19.676712328767124
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,25000,Beinskipting,1730000,1.082191780821918
TOYOTA AYGO X-PLAY,2018-06-01,Bensín,24000,Beinskipting,1730000,1.082191780821918
KIA RIO,2016-04-01,Dísel,59000,Beinskipting,1740000,3.249315068493151
TOYOTA AURIS LIVE,2016-05-01,Bensín,118000,Sjálfskipting,1740000,3.1671232876712327
TOYOTA YARIS ACTIVE,2015-06-01,Bensín,48000,Sjálfskipting,1740000,4.0849315068493155
CHEVROLET CAPTIVA LUX,2009-06-01,Dísel,120000,Sjálfskipting,1750000,10.087671232876712
CHEVROLET CRUZE,2012-12-01,Bensín,57000,Sjálfskipting,1750000,6.583561643835616
DACIA DOKKER,2016-11-01,Dísel,37000,Beinskipting,1750000,2.663013698630137
DACIA LOGAN,2015-04-01,Dísel,47000,Beinskipting,1750000,4.252054794520548
DACIA LOGAN,2015-11-01,Dísel,55000,Beinskipting,1750000,3.665753424657534
FORD FOCUS,2016-04-01,Bensín,78000,Beinskipting,1750000,3.249315068493151
FORD FOCUS TITANIUM,2015-05-01,Bensín,94000,Sjálfskipting,1750000,4.16986301369863
FORD KUGA,2012-12-01,Dísel,147000,Sjálfskipting,1750000,6.583561643835616
HONDA CIVIC 5DR,2012-06-01,Bensín,84000,Sjálfskipting,1750000,7.0849315068493155
HYUNDAI I40 PREMIUM,2014-10-01,Dísel,104000,Beinskipting,1750000,4.750684931506849
HYUNDAI I30,2017-05-01,Bensín,47000,Beinskipting,1750000,2.1671232876712327
KIA CEED,2017-03-01,Bensín,95000,Beinskipting,1750000,2.334246575342466
KIA RIO,2017-06-01,Dísel,85000,Beinskipting,1750000,2.0821917808219177
KIA CEED EX,2012-09-01,Dísel,84000,Sjálfskipting,1750000,6.832876712328767
MAZDA 6,2012-09-01,Bensín,79000,Sjálfskipting,1750000,6.832876712328767
SKODA OCTAVIA,2013-10-01,Dísel,95000,Sjálfskipting,1750000,5.750684931506849
SKODA FABIA COMBI ACITVE 1.0 MPI,2017-09-01,Bensín,16000,Beinskipting,1750000,1.83013698630137
SKODA SUPERB,2012-05-01,Dísel,144000,Sjálfskipting,1750000,7.16986301369863
SKODA RAPID,2015-02-01,Bensín,39000,Beinskipting,1750000,4.413698630136986
SSANGYONG REXTON HLX,2009-01-01,Dísel,117000,Sjálfskipting,1750000,10.501369863013698
TOYOTA RAV4 GX,2010-05-01,Bensín,115000,Sjálfskipting,1750000,9.172602739726027
TOYOTA AVENSIS,2014-05-01,Bensín,127000,Sjálfskipting,1750000,5.16986301369863
TOYOTA COROLLA LIVE,2016-05-01,Dísel,87000,Beinskipting,1750000,3.1671232876712327
TOYOTA YARIS,2017-06-01,Bensín,24000,Beinskipting,1750000,2.0821917808219177
TOYOTA YARIS ACTIVE,2017-03-01,Bensín,82000,Sjálfskipting,1750000,2.334246575342466
TOYOTA AURIS,2016-06-01,Bensín,104000,Sjálfskipting,1750000,3.0821917808219177
TOYOTA YARIS ACTIVE,2015-05-01,Dísel,82000,Beinskipting,1750000,4.16986301369863
TOYOTA PRIUS,2012-08-01,Bensín/Rafmagn,100000,Sjálfskipting,1750000,6.917808219178082
TOYOTA AURIS LIVE,2016-06-01,Bensín,99000,Sjálfskipting,1750000,3.0821917808219177
TOYOTA YARIS ACTIVE,2016-04-01,Bensín,74000,Sjálfskipting,1750000,3.249315068493151
TOYOTA AURIS,2016-06-01,Bensín,99000,Sjálfskipting,1750000,3.0821917808219177
TOYOTA AURIS,2016-06-01,Bensín,104000,Sjálfskipting,1750000,3.0821917808219177
TOYOTA YARIS SOL,2013-02-01,Bensín,190000,Beinskipting,1750000,6.413698630136986
VW GOLF A7 HATCHBACK TRENDLINE TSI AT,2014-05-01,Bensín,88000,Sjálfskipting,1750000,5.16986301369863
VOLVO V60,2011-05-01,Dísel,123000,Beinskipting,1750000,8.172602739726027
VOLVO XC70 D5,2005-02-01,Dísel,272000,Sjálfskipting,1750000,14.419178082191781
VW GOLF,2016-04-01,Bensín,116000,Sjálfskipting,1750000,3.249315068493151
VW GOLF,2015-09-01,Bensín/Metan,39000,Beinskipting,1750000,3.8328767123287673
VW GOLF TRENDLINE,2014-05-01,Bensín,87000,Sjálfskipting,1750000,5.16986301369863
VW GOLF COMFORTLINE,2014-05-01,Bensín,91000,Sjálfskipting,1750000,5.16986301369863
VW GOLF,2014-12-01,Bensín,95000,Sjálfskipting,1750000,4.583561643835616
VW POLO COMFORTLINE,2011-06-01,Bensín,75000,Sjálfskipting,1750000,8.087671232876712
HONDA CIVIC 5DR,2015-05-01,Bensín,131000,Sjálfskipting,1760000,4.16986301369863
HYUNDAI I10,2018-05-01,Bensín,33000,Sjálfskipting,1770000,1.167123287671233
HYUNDAI I10,2018-05-01,Bensín,33000,Sjálfskipting,1770000,1.167123287671233
KIA RIO EX,2015-06-01,Bensín,67000,Sjálfskipting,1770000,4.0849315068493155
KIA RIO,2017-01-01,Dísel,57000,Beinskipting,1770000,2.495890410958904
LEXUS RX 400H EX HYBRID,2007-12-01,Bensín/Rafmagn,166000,Sjálfskipting,1770000,11.58904109589041
RENAULT CAPTUR,2015-08-01,Dísel,51000,Beinskipting,1770000,3.9178082191780823
TOYOTA YARIS,2013-03-01,Bensín,43000,Sjálfskipting,1770000,6.336986301369863
TOYOTA HIACE,2007-06-01,Dísel,133000,Beinskipting,1770000,12.09041095890411
TOYOTA PRIUS,2012-08-01,Bensín/Rafmagn,95000,Sjálfskipting,1770000,6.917808219178082
AUDI Q7 PREMIUM,2006-07-01,Dísel,255000,Sjálfskipting,1780000,13.008219178082191
CHEVROLET TAHOE LS,2004-10-01,Bensín,155000,Sjálfskipting,1780000,14.756164383561643
"CHRYSLER GRAND VOYAGER STOW""N GO 7-MANNA",2012-06-01,Bensín,180000,Sjálfskipting,1780000,7.0849315068493155
CITROEN BERLINGO MULTISPACE,2016-03-01,Dísel,72000,Beinskipting,1780000,3.334246575342466
FORD FIESTA SPORT,2015-02-01,Bensín,45000,Beinskipting,1780000,4.413698630136986
HONDA JAZZ,2016-06-01,Bensín,54000,Sjálfskipting,1780000,3.0821917808219177
HONDA ACCORD SEDAN,2008-05-01,Bensín,116000,Sjálfskipting,1780000,11.172602739726027
HYUNDAI I30 STATION,2014-05-01,Dísel,49000,Beinskipting,1780000,5.16986301369863
HYUNDAI I20 CLASSIC,2015-10-01,Dísel,57000,Beinskipting,1780000,3.750684931506849
IVECO DAILY 35C11D,2000-05-01,Dísel,246000,Sjálfskipting,1780000,19.17808219178082
KIA CEED EX STW,2014-09-01,Bensín,49000,Beinskipting,1780000,4.832876712328767
KIA RIO,2016-04-01,Dísel,30000,Beinskipting,1780000,3.249315068493151
LAND ROVER RANGE ROVER SUPERCHARGED SPORT,2005-12-01,Bensín,179000,Sjálfskipting,1780000,13.58904109589041
LAND ROVER RANGE ROVER,2004-06-01,Bensín,163000,Sjálfskipting,1780000,15.09041095890411
MAZDA 5 PREMIUM,2013-06-01,Dísel,98000,Beinskipting,1780000,6.0849315068493155
MINI COOPER ONE,2012-12-01,Bensín,35000,Beinskipting,1780000,6.583561643835616
MINI ONE,2012-12-01,Bensín,35000,Beinskipting,1780000,6.583561643835616
MINI ONE,2013-07-01,Bensín,44000,Beinskipting,1780000,6.002739726027397
NISSAN NOTE,2016-02-01,Dísel,43000,Beinskipting,1780000,3.4136986301369863
SKODA OCTAVIA,2013-12-01,Dísel,114000,Beinskipting,1780000,5.583561643835616
SKODA RAPID TDI AMBITION DSG,2015-04-01,Dísel,64000,Sjálfskipting,1780000,4.252054794520548
SKODA OCTAVIA AMBIENTE,2012-04-01,Dísel,93000,Sjálfskipting,1780000,7.252054794520548
SUZUKI VITARA,2016-06-01,Bensín,128000,Beinskipting,1780000,3.0821917808219177
TOYOTA AVENSIS,2011-11-01,Dísel,54000,Beinskipting,1780000,7.668493150684932
TOYOTA LAND CRUISER 120 VX,2005-03-01,Bensín,229000,Sjálfskipting,1780000,14.342465753424657
TOYOTA COROLLA LIVE 3,2014-06-01,Bensín,82000,Beinskipting,1780000,5.0849315068493155
TOYOTA YARIS SOL,2014-05-01,Bensín,69000,Sjálfskipting,1780000,5.16986301369863
TOYOTA LAND CRUISER 120 VX,2004-12-01,Bensín,230000,Sjálfskipting,1780000,14.58904109589041
VOLVO V60,2011-09-01,Dísel,173000,Beinskipting,1780000,7.835616438356165
VOLVO S40,2010-06-01,Bensín,94000,Sjálfskipting,1780000,9.087671232876712
VW GOLF,2016-04-01,Bensín,159000,Sjálfskipting,1780000,3.249315068493151
VW GOLF,2011-06-01,Bensín,120000,Sjálfskipting,1780000,8.087671232876712
VW PASSAT HIGHLINE,2006-03-01,Dísel,219000,Beinskipting,1780000,13.342465753424657
DACIA DUSTER,2016-11-01,Dísel,83000,Beinskipting,1789000,2.663013698630137
NISSAN PULSAR,2016-02-01,Dísel,49000,Beinskipting,1789000,3.4136986301369863
RENAULT TRAFIC LANGUR HÁÞEKJA,2008-01-01,Dísel,242000,Beinskipting,1789000,11.504109589041096
299214 DUSTER,2016-07-01,Dísel,144000,Beinskipting,1790000,3
AUDI A4 2.0 TDI,2011-02-01,Dísel,109000,Beinskipting,1790000,8.416438356164383
AUDI A6 2.8,2008-02-01,Bensín,127000,Sjálfskipting,1790000,11.419178082191781
AUDI Q7,2006-07-01,Dísel,255000,Sjálfskipting,1790000,13.008219178082191
AUDI A6 2.0 TDI,2007-04-01,Dísel,151000,Sjálfskipting,1790000,12.257534246575343
AUDI A6 QUATTRO,2004-09-01,Bensín,144000,Sjálfskipting,1790000,14.838356164383562
BMW 3 316D,2011-04-01,Dísel,110000,Beinskipting,1790000,8.254794520547945
BMW 3 318I,1997-01-01,Bensín,130000,Sjálfskipting,1790000,22.50958904109589
BMW 3 320D,2012-06-01,Dísel,136000,Beinskipting,1790000,7.0849315068493155
BMW 5 520 D,2009-12-01,Dísel,204000,Beinskipting,1790000,9.586301369863014
BMW 520 DA,2009-12-01,Dísel,193000,Beinskipting,1790000,9.586301369863014
